Date,Close,Gain,Loss,RS_7,RS_14,RS_21,RSI_long,RSI_short
2023-08-01,195.610001,0.0,0.0,,,,,
2023-08-02,192.580002,0.0,3.0299990000000037,,,,,
2023-08-03,191.169998,0.0,1.410004000000015,,,,,
2023-08-04,181.990005,0.0,9.179992999999996,,,,,
2023-08-07,178.850006,0.0,3.139998999999989,,,,,
2023-08-08,179.800003,0.9499969999999962,0.0,,,,,
2023-08-09,178.190002,0.0,1.6100010000000111,0.051714600264474504,,,4.917170518643545,4.917170518643545
2023-08-10,177.970001,0.0,0.22000099999999634,0.051102590280138055,,,4.861808043543903,4.861808043543903
2023-08-11,177.789993,0.0,0.18000799999998662,0.06035556784412894,,,5.69201215841602,5.69201215841602
2023-08-14,179.460007,1.6700139999999806,0.0,0.18283395912994152,,,15.457280180256987,15.457280180256987
2023-08-15,177.449997,0.0,2.010009999999994,0.36592235299934056,,,26.789396351544823,26.789396351544823
2023-08-16,176.570007,0.0,0.8799899999999923,0.5346950312346275,,,34.84047451463222,34.84047451463222
2023-08-17,174.0,0.0,2.570007000000004,0.22356227569495277,,,18.271425994069233,18.271425994069233
2023-08-18,174.490005,0.49000499999999647,0.0,0.36860291849032273,0.12835387782721588,,26.932787699804194,26.932787699804194
2023-08-21,175.839996,1.349991000000017,0.0,0.6223405434205421,0.1840695332713823,,38.36066021677543,38.36066021677543
2023-08-22,177.229996,1.3899999999999864,0.0,0.897436578378011,0.27594355720442154,,47.29731621096755,47.29731621096755
2023-08-23,181.119995,3.889998999999989,0.0,1.304026716449265,0.4921678408534317,,56.59772550115652,56.59772550115652
2023-08-24,176.380005,0.0,4.7399899999999775,0.869353638778671,0.634527830151988,,46.50557394515556,46.50557394515556
2023-08-25,178.610001,2.229996,0.0,1.2790690611774551,0.9803435821126067,,56.12243538230643,56.12243538230643
2023-08-28,180.190002,1.5800009999999816,0.0,2.3059103500218403,1.0319409317291948,,69.75114585326267,69.75114585326267
2023-08-29,184.119995,3.929992999999996,0.0,3.0316477460922995,1.5594329852266144,0.6033826300736868,75.19624572932354,75.19624572932354
2023-08-30,187.649994,3.5299990000000037,0.0,3.4915660159620665,1.9325614968393598,0.7252327769946296,77.73605026740755,77.73605026740755
2023-08-31,187.869995,0.22000099999999634,0.0,3.2447302631440236,1.988235780853662,0.8184268906985082,76.44137700143727,76.44137700143727
2023-09-01,189.460007,1.5900120000000015,0.0,2.7594999145567902,1.9803924452134674,0.9302898055560456,73.40071757607978,73.40071757607978
2023-09-05,189.699997,0.23999000000000592,0.0,inf,2.49572886989931,1.5022794127898078,100.0,100.0
2023-09-06,182.910004,0.0,6.78999300000001,1.6332853362293553,1.4496454962024785,1.2136841052631573,62.02462428807976,62.02462428807976
2023-09-07,177.559998,0.0,5.350005999999979,0.7833604434399057,1.210900492885393,0.9080080308809779,43.92608607651349,43.92608607651349
2023-09-08,178.179993,0.6199949999999887,0.0,0.5107081969281877,1.2186013272875953,0.999559850580508,33.80587978317989,33.80587978317989
2023-09-11,179.360001,1.180008000000015,0.0,0.3171339635200967,1.2085312377869444,1.0617229020030376,24.07757846229572,24.07757846229572
2023-09-12,176.300003,0.0,3.0599980000000073,0.23881616555582297,0.9533604008869215,0.9413389625210143,19.27777277984363,19.27777277984363
2023-09-13,174.210007,0.0,2.0899960000000135,0.11798691879169695,0.6863371161021776,0.8090213928779165,10.553515144811826,10.553515144811826
2023-09-14,175.740005,1.5299980000000062,0.0,0.19259701261880258,0.9629843690509294,0.9328888013255897,16.149379092932847,16.149379092932847
2023-09-15,175.009995,0.0,0.7300099999999929,0.2965269843927131,0.8002216758787438,0.9384124753257008,22.87086871019541,22.87086871019541
